#Geograhical area index
#1 US + Canada
#2 Mexico + Central Am. + Carabien
#3 South Am
#4 Australia, New Zealand
#5 Asia
#6 Africa
#7 Mid-east
#8 Western Europe
#9 Former Soviet Block
#10 other or unknown
#11 European Union
#12 Pacific Islands
#
%Title
Test Data Number One
%Format
%Header
Country,Exports,Trade Balance,Year,Population,Geographical Area
%Data
Afghanistan,49700,-79380,1986,12095207,7
Afghanistan,53870,-48650,1987,11930979,7
Afghanistan,45380,-32840,1988,11915184,7
Afghanistan,25230,-46640,1989,12139742,7
Albania,31130,-900,1986,3033143,9
Albania,31120,-210,1987,3115399,9
Albania,34460,-3430,1988,3193989,9
Albania,39370,-4980,1989,3255133,9
Albania,32210,-13140,1990,3289476,9
Albania,7300,-23220,1991,3293107,9
Albania,7000,-53930,1992,3270393,9
Albania,11160,-57420,1993,3230529,9
Albania,14130,-51310,1994,3187003,9
Albania,20490,-53250,1995,3149959,9
Albania,24370,-73850,1996,3122038,9
Albania,15860,-58644,1997,3101366,9
Albania,20801,-64633,1998,3088133,9
Albania,27500,-55670,1999,3081326,9
Albania,25570,-79580,2000,3080066,9
Albania,30450,-93690,2001,3085325,9
Albania,33024,-116033,2002,3097648,9
Albania,44720,-141916,2003,3114978,9
Albania,60333,-164293,2004,3134402,9
Albania,65631,-203958,2005,3153731,9
Albania,79287,-220355,2006,3172155,9
Algeria,806454,-130085,1986,22750282,6
Algeria,902852,152276,1987,23392145,6
Algeria,762042,6847,1988,24025337,6
Algeria,953400,42478,1989,24654630,6
Algeria,1296500,335517,1990,25282515,6
Algeria,1233030,469824,1991,25911153,6
Angola,134600,-21100,1986,9530954,6
Angola,232200,68900,1987,9767209,6
Angola,249200,11400,1988,9999701,6
Angola,301400,65100,1989,10250354,6
Angola,388390,60690,1990,10534245,6
Angola,344930,43430,1991,10858529,6
Angola,383280,-5476,1992,11216506,6
Angola,290050,-1820,1993,11592743,6
Angola,301660,14980,1994,11964770,6
Angola,372270,31669,1995,12317179,6
Angola,509500,89890,1996,12643998,6
Angola,500676,-5712,1997,12952609,6
Angola,354287,-104983,1998,13257098,6
Angola,515653,-39413,1999,13578001,6
Angola,792071,244901,2000,13930006,6
Angola,653432,3951,2001,14318050,6
Angola,832789,145256,2002,14737151,6
Angola,950818,90800,2003,15180100,6
Angola,1347500,316326,2004,15635519,6
Angola,2410900,914203,2005,16095214,6
Anguilla,37,-225,1990,9027,10
Anguilla,45,-106,1991,9337,10
Anguilla,62,-967,1992,9615,10
Anguilla,114,-536,1993,9865,10
Anguilla,167,-76,1994,10096,10
Anguilla,122,-1803,1995,10313,10
Anguilla,176,-2147,1996,10515,10
Anguilla,160,-1561,1997,10699,10
Anguilla,350,-1826,1998,10874,10
Anguilla,290,-4746,1999,11049,10
Anguilla,443,-5479,2000,11233,10
Anguilla,356,-3364,2001,11430,10
Anguilla,437,-3034,2002,11637,10
Anguilla,425,-3832,2003,11848,10
Anguilla,602,-5311,2004,12057,10
Anguilla,1501,-5573,2005,12256,10
Antigua and Barbuda,3152,-8765,1986,66358,10
Antigua and Barbuda,2630,-7616,1987,64825,10
Antigua and Barbuda,2819,-1828,1988,63377,10
Antigua and Barbuda,2914,-4798,1989,62334,10
Antigua and Barbuda,3342,474,1990,61922,10
Antigua and Barbuda,5520,-3,1991,62224,10
Antigua and Barbuda,7502,2091,1992,63155,10
Antigua and Barbuda,6208,4066,1993,64566,10
Antigua and Barbuda,4523,1453,1994,66230,10
Antigua and Barbuda,5314,-3732,1995,67967,10
Antigua and Barbuda,3887,-6485,1996,69740,10
Antigua and Barbuda,3879,-3500,1997,71567,10
Antigua and Barbuda,3738,-2403,1998,73386,10
Antigua and Barbuda,3743,-5333,1999,75140,10
Antigua and Barbuda,5236,-3160,2000,76781,10
Antigua and Barbuda,4120,-4888,2001,78274,10
Antigua and Barbuda,3949,-7338,2002,79609,10
Antigua and Barbuda,4500,-7699,2003,80816,10
Antigua and Barbuda,5535,-4646,2004,81947,10
Antigua and Barbuda,5761,-10202,2005,83039,10
Argentina,685200,154300,1986,30758067,3
Argentina,636000,24500,1987,31212184,3
Argentina,913400,355500,1988,31667441,3
Argentina,957300,510900,1989,32123788,3
Argentina,1235400,795400,1990,32580860,3
Argentina,1197800,282000,1991,33038289,3
Argentina,1239890,-395330,1992,33494839,3
Argentina,1326890,-568924,1993,33948233,3
Argentina,1602330,-791790,1994,34395643,3
Argentina,2116170,-107868,1995,34834902,3
Argentina,2404270,-178745,1996,35265846,3
Argentina,2643080,-650782,1997,35688625,3
Argentina,2643370,-754155,1998,36101962,3
Argentina,2330860,-490576,1999,36504473,3
Argentina,2634100,-183188,2000,36895712,3
Argentina,2654270,352181,2001,37274397,3
Argentina,2565060,1565840,2002,37642174,3
Argentina,2993880,1555240,2003,38005141,3
Argentina,3457570,1193640,2004,38371527,3
Argentina,4038700,1188200,2005,38747148,3
Argentina,4645640,1293760,2006,39134297,3
Armenia,15619,-12077,1993,3371798,9
Armenia,21535,-20531,1994,3292944,9
Armenia,27090,-42665,1995,3226978,9
Armenia,29044,-52000,1996,3178010,9
Armenia,23364,-62224,1997,3143007,9
Armenia,22889,-65577,1998,3118913,9
Armenia,24731,-53610,1999,3099992,9
Armenia,30990,-51934,2000,3082000,9
Armenia,35310,-43800,2001,3064815,9
Armenia,51378,-40945,2002,3050157,9
Armenia,69612,-50242,2003,3037617,9
Armenia,73831,-52870,2004,3026879,9
Armenia,100485,-64722,2005,3017661,9
Armenia,101860,-101032,2006,3009549,9
Aruba,2955,-1459,1986,64240,2
Aruba,4513,-744,1987,63353,2
Aruba,8737,-2632,1988,62511,2
Aruba,10748,-3878,1989,62453,2
Aruba,15547,-14928,1990,63674,2
Aruba,87877,-19922,1991,66427,2
Aruba,106922,3385,1992,70460,2
Aruba,115436,4284,1993,75142,2
Aruba,129676,8502,1994,79565,2
Aruba,134721,-2559,1995,83085,2
Aruba,173570,-5364,1996,85438,2
Aruba,172866,-16755,1997,86843,2
Aruba,116480,-1436,1998,87725,2
Aruba,139106,-34386,1999,88739,2
Aruba,252637,30581,2000,90332,2
Aruba,242402,42776,2001,92665,2
Aruba,148804,-14218,2002,95517,2
Aruba,205196,-2470,2003,98512,2
Aruba,272352,17547,2004,101099,2
Aruba,348369,32413,2005,102897,2
Australia,2263940,-472836,1986,15898038,4
Australia,2737730,-216082,1987,16135897,4
Australia,3341300,-304556,1988,16380120,4
Australia,3716040,-766984,1989,16626941,4
Australia,3964200,-321033,1990,16873335,4
Australia,4236180,106320,1991,17119108,4
Australia,4281610,-89636,1992,17364316,4
Australia,4263660,-139923,1993,17606545,4
Australia,4737060,-432419,1994,17842944,4
Australia,5321960,-513131,1995,18071758,4
Australia,6039690,-41889,1996,18291108,4
Australia,6489270,202428,1997,18502061,4
Australia,5588360,-615455,1998,18709461,4
Australia,5609600,-963944,1999,18920124,4
Australia,6400380,-390125,2000,19138735,4
Australia,6362640,247812,2001,19367340,4
Australia,6501360,-430814,2002,19603872,4
Australia,7051700,-1353780,2003,19843893,4
Australia,8716130,-1752590,2004,20080889,4
Australia,10701000,-1283000,2005,20310208,4
Australia,12480800,-885054,2006,20530423,4
Austria,2172520,91800,1986,7595790,8
Austria,2662580,67214,1987,7617223,8
Austria,3015800,70839,1988,7644848,8
Austria,3196000,129814,1989,7681679,8
Austria,4041400,211403,1990,7729236,8
Austria,4035280,166714,1991,7789498,8
Austria,4451560,167980,1992,7860150,8
Austria,4027150,106388,1993,7933209,8
Austria,4517510,-63885,1994,7997826,8
Austria,5769520,-214855,1995,8046535,8
Austria,5793730,-266851,1996,8075742,8
Austria,5866230,-323883,1997,8088466,8
Austria,6329910,-132339,1998,8091991,8
Austria,6442170,-174474,1999,8097065,8
Austria,6468400,-104777,2000,8111408,8
Austria,6690020,64584,2001,8137190,8
Austria,7366750,397803,2002,8171742,8
Austria,8962170,284457,2003,8212087,8
Austria,11207000,546604,2004,8253380,8
Austria,11723000,824109,2005,8291979,8
Austria,13430200,1344460,2006,8327446,8
Azerbaijan,61234,-50537,1995,7791299,9
Azerbaijan,64366,-98555,1996,7881726,9
Azerbaijan,80825,-95107,1997,7960873,9
Azerbaijan,67775,-141524,1998,8029643,9
Azerbaijan,102523,-63649,1999,8089811,9
Azerbaijan,185834,9458,2000,8143111,9
Azerbaijan,207893,23883,2001,8189264,9
Azerbaijan,230489,-45404,2002,8228955,9
Azerbaijan,262462,-171298,2003,8266145,9
Azerbaijan,374298,-207711,2004,8305941,9
Azerbaijan,764896,132908,2005,8352021,9
Azerbaijan,1301460,582192,2006,8406028,9
Bahamas,33530,20540,1986,237780,2
Bahamas,32480,13040,1987,242028,2
Bahamas,31080,11190,1988,246247,2
Bahamas,22100,4150,1989,250592,2
Bahamas,28350,13060,1990,255167,2
Bahamas,22940,-1200,1991,260011,2
Bahamas,21660,10640,1992,265071,2
Bahamas,19220,15326,1993,270243,2
Bahamas,19850,6810,1994,275383,2
Bahamas,22540,-2810,1995,280381,2
Bahamas,27330,-15170,1996,285210,2
Bahamas,29500,-35880,1997,289893,2
Bahamas,36290,-83210,1998,294433,2
Bahamas,40680,-40340,1999,298847,2
Bahamas,46480,-57076,2000,303150,2
Bahamas,41690,-55610,2001,307333,2
Bahamas,42206,-28133,2002,311397,2
Bahamas,42653,-36979,2003,315379,2
Bahamas,47746,-41658,2004,319333,2
Bahamas,54920,-74070,2005,323295,2
Bahamas,69210,-140100,2006,327279,2
Bahrain,219947,47207,1986,428228,7
Bahrain,242952,32579,1987,443668,7
Bahrain,241144,44973,1988,459716,7
Bahrain,283112,26409,1989,476198,7
Bahrain,376064,12047,1990,492952,7
Bahrain,351330,-49043,1991,510011,7
Bahrain,346543,-58804,1992,527344,7
Bahrain,372340,17712,1993,544643,7
Bahrain,361702,31648,1994,561514,7
Bahrain,411436,67526,1995,577686,7
Bahrain,470213,71861,1996,592996,7
Bahrain,438298,60718,1997,607538,7
Bahrain,327021,4441,1998,621618,7
Bahrain,436277,105296,1999,635692,7
Bahrain,624266,204407,2000,650080,7
Bahrain,565708,181261,2001,664889,7
Bahrain,588729,133136,2002,679991,7
Bahrain,672088,177613,2003,695192,7
Bahrain,762067,211018,2004,710195,7
Bahrain,1013100,321076,2005,724788,7
Bahrain,1170260,383408,2006,738913,7
Bangladesh,87999,-170869,1986,102979825,5
Bangladesh,107688,-161500,1987,105449459,5
Bangladesh,129102,-177886,1988,107945593,5
Bangladesh,130477,-238733,1989,110476989,5
Bangladesh,167240,-189584,1990,113048506,5
Bangladesh,168866,-165002,1991,115662440,5
Bangladesh,209787,-156135,1992,118311512,5
Bangladesh,254467,-151534,1993,120979859,5
Bangladesh,293441,-185135,1994,123646366,5
Bangladesh,373329,-315712,1995,126296652,5
Bangladesh,400929,-283652,1996,128920800,5
Bangladesh,483991,-230721,1997,131524311,5
Bangladesh,514145,-208744,1998,134126903,5
Bangladesh,545828,-269629,1999,136757209,5
Bangladesh,639917,-245888,2000,139434376,5
Bangladesh,608473,-281799,2001,142166620,5
Bangladesh,610236,-223484,2002,144943171,5
Bangladesh,705013,-314165,2003,147741226,5
Bangladesh,815068,-385488,2004,150528256,5
Bangladesh,930247,-415676,2005,153281120,5
Bangladesh,1152770,-399624,2006,155990777,5
Barbados,28340,2960,1986,262383,2
Barbados,16705,1155,1987,264722,2
Barbados,17955,6700,1988,266994,2
Barbados,18740,4930,1989,269181,2
Barbados,21900,-490,1990,271267,2
Barbados,20650,-1730,1991,273234,2
Barbados,18985,13190,1992,275070,2
Barbados,18775,9035,1993,276785,2
Barbados,18995,13995,1994,278398,2
Barbados,24535,5770,1995,279927,2
Barbados,28670,8355,1996,281370,2
Barbados,28900,-4885,1997,282727,2
Barbados,27005,-5925,1998,284011,2
Barbados,27530,-14295,1999,285243,2
Barbados,28635,-14105,2000,286437,2
Barbados,27115,-11110,2001,287600,2
Barbados,25300,-15200,2002,288732,2
Barbados,26420,-15475,2003,289834,2
Barbados,29305,-30275,2004,290901,2
Barbados,37860,-30793,2005,291933,2
Belarus,197010,-47980,1993,10295867,9
Belarus,251000,-43770,1994,10286007,9
Belarus,480300,-48330,1995,10266337,9
Belarus,579010,-57640,1996,10236769,9
Belarus,691870,-85300,1997,10197915,9
Belarus,617230,-101920,1998,10152213,9
Belarus,564640,-25550,1999,10102825,9
Belarus,664047,-44644,2000,10052186,9
Belarus,733388,-50573,2001,10001408,9
Belarus,796469,-48151,2002,9950507,9
Belarus,1007610,-66252,2003,9899464,9
Belarus,1394220,-149530,2004,9847822,9
Belarus,1610900,20894,2005,9795287,9
Belarus,1983810,-158610,2006,9742122,9
Belgium,16916600,1147690,2002,10271133,8
Belgium,20496200,1280450,2003,10316246,8
Belgium,24542600,1339240,2004,10359678,8
Belgium,26306000,1067300,2005,10398049,8
Belgium,28382000,883852,2006,10430281,8
Belize,9260,-1305,1986,167370,2
Belize,10285,-1410,1987,171680,2
Belize,11940,-2075,1988,176110,2
Belize,12440,-4075,1989,180765,2
Belize,12920,-385,1990,185718,2
Belize,12610,-4300,1991,190983,2
Belize,14060,-4290,1992,196515,2
Belize,13200,-6050,1993,202262,2
Belize,15646,-4221,1994,208146,2
Belize,16455,-2815,1995,214108,2
Belize,17127,-1171,1996,220127,2
Belize,19340,-4332,1997,226203,2
Belize,18616,-6330,1998,232323,2
Belize,26150,-7066,1999,238479,2
Belize,28179,-16657,2000,244661,2
Belize,26907,-16345,2001,250858,2
Belize,30971,-14117,2002,257056,2
Belize,31550,-13410,2003,263242,2
Belize,30746,-8432,2004,269409,2
Belize,32187,-9912,2005,275546,2
Belize,42624,1953,2006,281644,2
Benin,30868,-14121,1986,4540417,10
Benin,36634,-14541,1987,4687997,10
Benin,19019,-15336,1988,4840647,10
Benin,18790,-8125,1989,5003324,10
Benin,23749,-9010,1990,5179268,10
Benin,37353,-34343,1991,5370437,10
Benin,34507,-24558,1992,5574905,10
Benin,39347,-19641,1993,5787358,10
Benin,39790,-9284,1994,6000294,10
Benin,41993,-28043,1995,6208576,10
Benin,52765,-9467,1996,6409936,10
Benin,42402,-20921,1997,6606706,10
Benin,41428,-20741,1998,6803940,10
Benin,42145,-25218,1999,7009023,10
Benin,39235,-17936,2000,7227219,10
Benin,37348,-22431,2001,7460067,10
Benin,44783,-28769,2002,7705654,10
Benin,54084,-35951,2003,7961594,10
Benin,56856,-34498,2004,8224097,10
Benin,57827,-37272,2005,8490301,10
Bolivia,54550,-17570,1986,6095978,3
Bolivia,51870,-26630,1987,6232012,3
Bolivia,54250,-17490,1988,6372658,3
Bolivia,72350,-16090,1989,6518201,3
Bolivia,83080,-10950,1990,6668714,3
Bolivia,76030,-19810,1991,6824491,3
Bolivia,60840,-57880,1992,6985195,3
Bolivia,71550,-53650,1993,7149456,3
Bolivia,98510,-17170,1994,7315414,3
Bolivia,104140,-34010,1995,7481694,3
Bolivia,113199,-41849,1996,7647619,3
Bolivia,116660,-64850,1997,7813387,3
Bolivia,110400,-84480,1998,7979559,3
Bolivia,105120,-67810,1999,8147104,3
Bolivia,124607,-60782,2000,8316648,3
Bolivia,128477,-45875,2001,8488241,3
Bolivia,129872,-51669,2002,8661336,3
Bolivia,159784,-8691,2003,8835246,3
Bolivia,214605,23106,2004,9009045,3
Bolivia,279114,46326,2005,9182015,3
Bolivia,386300,91006,2006,9353846,3
Bosnia and Herzegovina,66383,-292539,1998,3574994,9
Bosnia and Herzegovina,83175,-311789,1999,3694115,9
Bosnia and Herzegovina,112982,-257752,2000,3787258,9
Bosnia and Herzegovina,113421,-273007,2001,3846296,9
Bosnia and Herzegovina,110971,-312064,2002,3880775,9
Bosnia and Herzegovina,147749,-382194,2003,3896625,9
Bosnia and Herzegovina,208668,-413836,2004,3905323,9
Bosnia and Herzegovina,258955,-446380,2005,3915238,9
Bosnia and Herzegovina,338147,-368690,2006,3926406,9
Botswana,85246,18912,1986,1211257,6
Botswana,158660,70443,1987,1249309,6
Botswana,146895,35355,1988,1287974,6
Botswana,181966,51710,1989,1327270,6
Botswana,179536,1800,1990,1367133,6
Botswana,187113,9453,1991,1407523,6
Botswana,174392,1644,1992,1448196,6
Botswana,172215,13247,1993,1488629,6
Botswana,187433,38422,1994,1528150,6
Botswana,216019,37089,1995,1566221,6
Botswana,221753,56916,1996,1602777,6
Botswana,281983,66488,1997,1637776,6
Botswana,206063,-19003,1998,1670767,6
Botswana,265817,59785,1999,1701226,6
Botswana,267536,67943,2000,1728872,6
Botswana,231451,53734,2001,1753407,6
Botswana,231858,65616,2002,1775148,6
Botswana,302435,88792,2003,1795203,6
Botswana,369594,78729,2004,1815097,6
Botswana,442911,160263,2005,1835938,6
Brazil,2234800,573100,1986,138922864,3
Brazil,2621000,879400,1987,141667842,3
Brazil,3377300,1614500,1988,144350049,3
Brazil,3437500,1332700,1989,146967536,3
Brazil,3140800,698600,1990,149521587,3
Brazil,3161900,668700,1991,152005939,3
Brazil,3579300,1189700,1992,154426097,3
Brazil,3963000,873900,1993,156810428,3
Brazil,4410200,551500,1994,159197332,3
Brazil,4650600,-1065200,1995,161614981,3
Brazil,4785100,-1351200,1996,164073130,3
Brazil,5318900,-1596100,1997,166565958,3
Brazil,5113600,-1564800,1998,169086566,3
Brazil,4801100,-824400,1999,171621696,3
Brazil,5508560,-785978,2000,174160601,3
Brazil,5822260,-510885,2001,176701773,3
Brazil,6036180,816411,2002,179246095,3
Brazil,7308410,1986280,2003,181787237,3
Brazil,9647520,2898950,2004,184317696,3
Brazil,11831000,3660900,2005,186830759,3
Brazil,13747000,3645890,2006,189322987,3
Bulgaria,886200,-85600,1986,8956677,9
Bulgaria,1029700,-51400,1987,8943214,9
Bulgaria,928300,-7600,1988,8917513,9
Bulgaria,826800,-25400,1989,8876584,9
Bulgaria,611300,-107700,1990,8818915,9
Bulgaria,373700,-11790,1991,8743162,9
Bulgaria,395640,-30720,1992,8651612,9
Bulgaria,372650,-94340,1993,8550971,9
Bulgaria,393510,-600,1994,8450370,9
Bulgaria,534500,27450,1995,8356624,9
Bulgaria,489020,30770,1996,8272104,9
Bulgaria,493960,54670,1997,8195765,9
Bulgaria,419350,-803,1998,8126747,9
Bulgaria,400637,-76671,1999,8062906,9
Bulgaria,482463,-66999,2000,8002519,9
Bulgaria,511294,-132793,2001,7945937,9
Bulgaria,535409,-120990,2002,7893633,9
Bulgaria,708143,-206160,2003,7843980,9
Bulgaria,993119,-289695,2004,7794837,9
Bulgaria,1175400,-444998,2005,7744591,9
Bulgaria,1506410,-587755,2006,7692546,9
Burkina Faso,14883,-40984,1986,7918527,6
Burkina Faso,22982,-39963,1987,8140560,6
Burkina Faso,24003,-42560,1988,8374304,6
Burkina Faso,18455,-39133,1989,8618295,6
Burkina Faso,28051,-40902,1990,8871417,6
Burkina Faso,26908,-40621,1991,9134141,6
Burkina Faso,23725,-36488,1992,9406850,6
Burkina Faso,22613,-38738,1993,9688261,6
Burkina Faso,21557,-21071,1994,9976707,6
Burkina Faso,20562,-42060,2000,11881774,6
Burkina Faso,22349,-39046,2001,12261952,6
Burundi,12914,-12731,1986,5052660,6
Burundi,9833,-18100,1987,5221948,6
Burundi,12435,-14466,1988,5388326,6
Burundi,9324,-13546,1989,5546342,6
Burundi,7275,-22880,1990,5692090,6
Burundi,9295,-21863,1991,5825664,6
Burundi,7695,-22469,1992,5948241,6
Burundi,7386,-19918,1993,6058816,6
Burundi,8065,-17094,1994,6156550,6
Burundi,11289,-12956,1995,6242356,6
Burundi,4041,-8745,1996,6314752,6
Burundi,8747,-3809,1997,6378139,6
Burundi,6403,-9636,1998,6446627,6
Burundi,5498,-6275,1999,6538782,6
Burundi,4905,-9746,2000,6668084,6
Burundi,3915,-10210,2001,6839210,6
Burundi,3101,-10897,2002,7049129,6
Burundi,3752,-13049,2003,7293788,6
Burundi,4785,-16825,2004,7565782,6
Burundi,5685,-23221,2005,7858791,6
Burundi,5869,-35487,2006,8173070,6
Cambodia,26450,-19280,1992,10387684,5
Cambodia,28367,-24400,1993,10734485,5
Cambodia,48990,-33960,1994,11072129,5
Cambodia,85520,-40550,1995,11394624,5
Cambodia,64360,-48020,1996,11699908,5
Cambodia,73600,-35560,1997,11989136,5
Cambodia,80200,-40696,1998,12263686,5
Cambodia,113034,-45930,1999,12526321,5
Cambodia,139712,-43770,2000,12779568,5
Cambodia,157118,-34552,2001,13023501,5
Cambodia,176980,-36208,2002,13258758,5
Cambodia,208680,-46720,2003,13489330,5
Cambodia,258890,-39007,2004,13720274,5
Cambodia,291027,-54651,2005,13955507,5
Cambodia,369308,-54962,2006,14196611,5
Cameroon,207695,-3440,1986,10839694,6
Cameroon,168865,-38718,1987,11177474,6
Cameroon,184121,17801,1988,11525660,6
Cameroon,185381,16034,1989,11880476,6
Cameroon,212536,3235,1990,12238909,6
Cameroon,195745,13392,1991,12600397,6
Cameroon,193406,39279,1992,12964906,6
Cameroon,150772,15224,1993,13330621,6
Cameroon,145417,23956,1994,13695543,6
Cameroon,173592,43261,1995,14058403,6
Cameroon,200228,21378,1996,14417597,6
Cameroon,203643,10270,1997,14773610,6
Cameroon,188036,8401,1998,15129840,6
Cameroon,174513,12959,1999,15491143,6
Cameroon,198584,13506,2000,15860778,6
Cameroon,189147,-13043,2001,16240110,6
Cameroon,196429,-12033,2002,16627376,6
Cameroon,244831,-34542,2003,17018907,6
Canada,9009730,312960,1986,26183165,1
Canada,9918680,460699,1987,26554728,1
Canada,11669000,350544,1988,26943695,1
Canada,12413000,-31475,1989,27330552,1
Canada,13033000,41949,1990,27700854,1
Canada,12891400,-383191,1991,28051016,1
Canada,13515300,-270178,1992,28384379,1
Canada,14741800,-44205,1993,28701957,1
Canada,16699000,626221,1994,29006884,1
Canada,19337300,1851040,1995,29302092,1
Canada,20544300,2442760,1996,29585925,1
Canada,21906300,1214830,1997,29858583,1
Canada,22053900,1160190,1998,30127353,1
Canada,24849400,2383600,1999,30401922,1
Canada,28902200,4115870,2000,30689036,1
Canada,27184900,4067780,2001,30991926,1
Canada,26390800,3190990,2002,31308230,1
Canada,28518600,3207010,2003,31632169,1
Canada,33005700,4119090,2004,31955042,1
Canada,37325000,4265900,2005,32270507,1
Canada,40178600,3182890,2006,32576860,1
Cape Verde,400,-6646,1986,325885,10
Cape Verde,2404,-6632,1987,332771,10
Cape Verde,1746,-7808,1988,339865,10
Cape Verde,2317,-8845,1989,347339,10
Cape Verde,2189,-9211,1990,355309,10
Cape Verde,1425,-10122,1991,363808,10
Cape Verde,1138,-14315,1992,372761,10
Cape Verde,905,-13221,1993,382060,10
Cape Verde,1416,-16862,1994,391546,10
Cape Verde,1658,-21065,1995,401110,10
Cape Verde,2387,-17616,1996,410704,10
Cape Verde,4323,-15247,1997,420362,10
Cape Verde,3268,-19027,1998,430160,10
Cape Verde,2603,-22377,1999,440212,10
Cape Verde,3830,-18002,2000,450597,10
Cape Verde,3717,-18368,2001,461331,10
Cape Verde,4175,-22551,2002,472372,10
Cape Verde,5280,-29462,2003,483675,10
Cape Verde,5744,-34583,2004,495171,10
Cape Verde,8884,-28021,2005,506807,10
Cape Verde,12182,-28938,2006,518562,10
Central African Republic,12948,-15716,1986,2743325,6
Central African Republic,12889,-15536,1987,2805770,6
Central African Republic,13366,-13414,1988,2868201,6
Central African Republic,14809,-11679,1989,2934680,6
Central African Republic,15053,-19053,1990,3007984,6
Central African Republic,12562,-13921,1991,3088949,6
Central African Republic,11585,-18074,1992,3176177,6
Central African Republic,13245,-10832,1993,3267461,6
Central African Republic,14589,-6539,1994,3359556,6
Chad,9859,-23466,1986,5384803,6
Chad,10944,-24404,1987,5554938,6
Chad,14589,-22170,1988,5735316,6
Chad,15536,-25260,1989,5922213,6
Chad,23025,-21648,1990,6113075,6
Chad,19353,-23341,1991,6307281,6
Chad,18229,-25812,1992,6506141,6
Chad,15178,-25145,1993,6711434,6
Chad,13530,-22138,1994,6925781,6
Chile,419120,62776,1986,12305111,3
Chile,530300,85490,1987,12512746,3
Chile,705410,151930,1988,12726444,3
Chile,807840,102254,1989,12948168,3
Chile,837270,105529,1990,13178777,3
Chile,894150,151870,1991,13418921,3
Chile,1000740,54600,1992,13666468,3
Chile,919870,-121870,1993,13916082,3
Chile,1160410,58200,1994,14160644,3
Chile,1602500,105690,1995,14394935,3
Chile,1662680,-107263,1996,14616951,3
Chile,1787020,-156338,1997,14827678,3
Chile,1632280,-249208,1998,15028629,3
Chile,1716230,168997,1999,15222613,3
Chile,1921020,140005,2000,15411830,3
Chile,1827180,99928,2001,15596338,3
Chile,1817980,168410,2002,15775677,3
Chile,2166420,310495,2003,15951029,3
Chile,3252030,883929,2004,16123815,3
Chile,4129700,1016900,2005,16295102,3
Chile,5811640,2129110,2006,16465419,3
China,2575600,-758900,1986,1082759055,5
China,3473400,29100,1987,1099532095,5
China,4105400,-406000,1988,1116665305,5
China,4322000,-492700,1989,1133368548,5
China,5151900,1066800,1990,1149068978,5
China,5891900,1160100,1991,1163550191,5
China,6956800,499800,1992,1176963429,5
China,7565900,-1149700,1993,1189550675,5
China,10256100,761100,1994,1201711768,5
China,12811000,1195760,1995,1213731655,5
China,15107700,1755100,1996,1225679701,5
China,18267000,4282400,1997,1237431106,5
China,18352900,4383700,1998,1248852148,5
China,19471600,3064100,1999,1259740438,5
China,24913100,2887350,2000,1269961711,5
China,26607500,2808400,2001,1279485526,5
China,32565100,3738310,2002,1288400832,5
China,43827000,3607900,2003,1296838416,5
China,59339300,4928360,2004,1304983325,5
China,76248000,12480000,2005,1312978855,5
China,96968200,20891200,2006,1320864226,5
Colombia,533100,134600,1986,32219197,3
Colombia,566100,132500,1987,32877903,3
Colombia,534300,56500,1988,33540068,3
Colombia,603100,120000,1989,34205644,3
Colombia,707900,182100,1990,34874523,3
Colombia,750700,274000,1991,35546006,3
Colombia,726320,118870,1992,36219665,3
Colombia,742850,-145800,1993,36895934,3
Colombia,905908,-327747,1994,37575515,3
Colombia,1059340,-371852,1995,38258569,3
Colombia,1096620,-328469,1996,38944760,3
Colombia,1206490,-413808,1997,39632703,3
Colombia,1148010,-391132,1998,40320162,3
Colombia,1203730,57157,1999,41004272,3
Colombia,1372220,137379,2000,41682594,3
Colombia,1284800,-83314,2001,42354499,3
Colombia,1231600,-119656,2002,43019308,3
Colombia,1381230,-88454,2003,43674544,3
Colombia,1722410,-33351,2004,44317343,3
Colombia,2173000,-50681,2005,44945790,3
Colombia,2518080,-179748,2006,45558450,3
Comoros,2036,-4369,1986,469627,10
Comoros,1159,-5992,1987,483500,10
Comoros,2148,-4826,1988,497528,10
Comoros,1804,-3967,1989,511855,10
Comoros,1793,-5436,1990,526591,10
Comoros,2435,-5026,1991,541773,10
Comoros,2142,-6323,1992,557399,10
Comoros,2158,-4677,1993,573493,10
Comoros,1078,-5092,1994,590064,10
Comoros,1131,-5753,1995,607117,10
Congo,67264,-39346,1986,2158220,6
Congo,87668,2188,1987,2221745,6
Congo,84319,-14737,1988,2286692,6
Congo,116047,22977,1989,2353364,6
Congo,138872,20604,1990,2421975,6
Congo,110774,-7409,1991,2492502,6
Congo,117873,6913,1992,2564852,6
Congo,111915,-17022,1993,2639070,6
Congo,95892,-58267,1994,2715194,6
Congo,128660,2816,1995,2793181,6
Congo,165485,22354,1996,2873056,6
Congo,166150,36386,1997,2954601,6
Congo,136779,6956,1998,3037231,6
Congo,156009,31486,1999,3120178,6
Congo,249179,143469,2000,3202861,6
Congo,205528,66561,2001,3285163,6
Congo,228881,83557,2002,3367143,6
Congo,263661,112405,2003,3448646,6
Congo,343319,164457,2004,3529551,6
Congo,472976,204790,2005,3609851,6
Costa Rica,108480,3900,1986,2770726,2
Costa Rica,110670,-19250,1987,2845860,2
Costa Rica,118070,-9130,1988,2921873,2
Costa Rica,133340,-23670,1989,2998522,2
Costa Rica,135420,-38320,1990,3075679,2
